,class,tweet
625,normal,rememb realli good one muenster tx white zero negroid muenster texa tx profil popul map real estat averag home statist reloc travel job hospit school crime move hous news town figur name would keep black move cut shoot texa white zero negro
626,normal,cut shoot texa tx profil popul map real estat averag home statist reloc travel job hospit school crime move hous news
627,normal,pictur sig mennonit farm creston coupl mile type
628,normal,save chang eat pork bean one night instead go give money white mother photo crawl infant reach
629,normal,order publish someon name openli sf forum need permiss first
630,normal,even someon openli use name
631,normal,everyon protect
632,normal,lot group suit tie thing still hater msm averg public
633,normal,peopl see swastika attract social outcast repeatedli seen everi demonstr group use
634,normal,least ns sweden right idea someth american look toward
635,normal,look like jew taken read section websit deal kosher tax
636,normal,think right r mean regist trade mark
637,normal,cant say ever saw c product look
638,normal,flyer home symbol look return home get info
639,normal,time chang
640,normal,saw poll missippi said think lott step segregationist remark
641,hate speech,jewish race without doubt greatest threat surviv white race
642,normal,jew respons massiv immigr europ north america
643,normal,fact percent talk seriou illeg activ crazi govern agent
644,normal,justifi polici
645,normal,last paragraph essay talk sticker techniqu
646,normal,essay chock full help hint info distribut
647,normal,awaken still print
648,normal,tri buy extra copi back longer avail booksel
649,normal,athenian warrior
650,normal,u guy check make sure ur site work linux lot linux folk use konqueror thought
651,normal,get back question present accept fashion time chang
652,normal,wonder mani young white pick idea watch romper stomper old springer episod see neg imag wn decid thay want anyth us
653,normal,sister daniel wretström spoke march rememb murder follow directli speech blood honor
654,normal,appar taken suffer use help white peopl
655,normal,see thread gather honour daniel
656,normal,daniel wretström march websit current seem usual work fine
657,normal,place white power propaganda fast food restaur public place like movi theatr toilet public toilet public phone termin
658,normal,wonder give link becom ordain minist internet
659,normal,thank sieg heil ryan
660,hate speech,white nationalist christian faith still white nationalist racial surviv anti racist christian true chirstian ememi
661,normal,largest age demograph user site earli
662,normal,second largest late teen earli
663,normal,show know charli
664,normal,anyth show gene play import part behav
665,hate speech,asian white compos calm black seem self control
666,normal,wonder
667,hate speech,well mayb slowli work way destroy eastern europ
668,normal,obviou intern jew big plan ukrain
669,normal,anybodi els notic lot asian show late want share thought
670,normal,ov topic realli come wave
671,normal,actual take law class degre cite imposs treat peopl equal behavior
672,normal,might well abandon land peopl invad land took anim
673,hate speech,mexican plenti open space countri develop need
674,normal,click open forum entertain
675,normal,funni unregist member open forum member tri ration thought
676,normal,idiot like fail last surround pet name alleg savior lip get diversifi
677,normal,neither ku klux klan group organ openli pro white even suspect pro white like tea parti
678,normal,find funni peopl spend time tri figur spaniard ukrainian portugues italian russian white enough
679,normal,say ye white took kill yellow offspr start right
680,hate speech,europ evil yellow invas
681,normal,mention busi jail among gang
682,normal,power gang member may rape may sell new prison someon
683,normal,noth yet eh
684,normal,chew violenc mar may day ralli seattl come seek better life
685,hate speech,exactli want us lay die
686,hate speech,word deed declar staunchli favor genocid peopl
687,normal,mormon gener affirm orthodox christian death jesu christ made offer sacrific particular anim blood sacrific obsolet
688,normal,holocaust
689,normal,pile burn offer
690,normal,public school public librari everywher
691,hate speech,problem black head hey alreadi known
692,normal,shrug colleg campus place multiculti propaganda laid thickest
693,normal,wonder mani coupl regret cross color line
694,normal,lot white recov case jungl fever find done irrepar damag live
695,normal,saddest figur apart complex live thank god move next month fat blowzi white woman two mix race kid whose husband ran famili year ago
696,normal,make skin crawl hear drunkenli yell kid much hate father use everi racial epithet ever heard
697,normal,two three time week
698,normal,america beauti rainbow
699,hate speech,gay marriag place societi regardless race destroy moral valu futur offspr keep race cultur race cultur homosexu gay marriag genocid mankind
700,normal,thank cpamik
701,normal,ye skin color
702,normal,could anyth ethnic cultur entireti belong
703,hate speech,surpris white hate still want live white countri made great white peopl brought low
704,normal,haha phone ca type huge respons want congratul nomin worst liber logic ever
705,normal,inde mani speci hunt extinct
706,normal,know case seal like believ one day want need slaughter anim larg scale like current
707,hate speech,coward simpleton utterli incap gener reason argument free sententi repeat stock phrase like racist
708,normal,wo see thread like come take cheap shot us via strawman argument ad hominem
709,hate speech,coincid attack pack side herd everi ethic question inferior know stand alon think complex scenario settl upon intern consist posit
710,hate speech,instead decid conveni low risk unenlighten
711,hate speech,want libtard oppos abort
712,normal,give thousand buck babi save
713,hate speech,want libtard support white nation
714,hate speech,tell legal drug pedophilia
715,normal,know want attract movement
716,normal,dear
717,normal,sincer cummin
718,normal,first heard site went look around bit
719,normal,least pick appropri name seem like bunch kook
720,normal,like know exactli white supremacist first
721,normal,last check anoth kind supremacist control everyth
722,normal,talk african women huge lip plate
723,normal,wonder hope take slogan way back africa
724,normal,build pla actual insid africa
725,normal,hear liberia nice time year
726,normal,stupid question born poor rich came obvious white poor
727,hate speech,black race yet invent kind civil
728,hate speech,kind civil negro today gift white race
729,normal,racial preserv resist deliber calcul extermin white race destruct western civil member site concern
730,normal,almost alway choos identifi black white
731,normal,becom peopl earth
732,normal,well noth white nation
733,normal,core white nation base preserv european ident histori cultur etc
734,hate speech,white race best creator made white made better made race
